EXPEDIENTE,NRO_EXPEDIENTE,AÑO_EXPEDIENTE,DESCRIPCION_VARIABLE,DESCRIPCION_VARIABLE_DESTINO,ACTO_PROCESAL,FECHA_REGISTRO,PROCESO,MATERIA,SUB ESPECIALIDAD,MES,JUZGADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00350-2026-0-2301-JR-LA-04,350,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,05/03/2026 16:37,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00484-2026-0-2301-JR-LA-04,484,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,27/03/2026 16:20,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00469-2026-0-2301-JR-LA-04,469,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,25/03/2026 15:29,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00411-2026-0-2301-JR-LA-04,411,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,18/03/2026 08:05,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00333-2026-0-2301-JR-LA-04,333,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,05/03/2026 12:04,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00308-2026-0-2301-JR-LA-04,308,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,02/03/2026 19:01,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00304-2026-0-2301-JR-LA-04,304,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,02/03/2026 11:32,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00365-2026-0-2301-JR-LA-04,365,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,09/03/2026 15:58,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00486-2026-0-2301-JR-LA-04,486,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,27/03/2026 17:02,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00473-2026-0-2301-JR-LA-04,473,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,26/03/2026 14:35,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00504-2026-0-2301-JR-LA-04,504,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,31/03/2026 16:54,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00420-2026-0-2301-JR-LA-04,420,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,18/03/2026 16:58,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00502-2026-0-2301-JR-LA-04,502,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,31/03/2026 16:36,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00498-2026-0-2301-JR-LA-04,498,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,30/03/2026 16:26,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00396-2026-0-2301-JR-LA-04,396,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,12/03/2026 15:35,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00353-2026-0-2301-JR-LA-04,353,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,06/03/2026 19:13,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00323-2026-0-2301-JR-LA-04,323,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,03/03/2026 16:32,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00459-2026-0-2301-JR-LA-04,459,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,24/03/2026 16:03,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00425-2026-0-2301-JR-LA-04,425,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,19/03/2026 12:25,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00418-2026-0-2301-JR-LA-04,418,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,18/03/2026 16:02,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00399-2026-0-2301-JR-LA-04,399,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,13/03/2026 13:27,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR LEY,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00384-2026-0-2301-JR-LA-04,384,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,11/03/2026 16:45,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR LEY,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00343-2026-0-2301-JR-LA-04,343,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,05/03/2026 15:09,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00341-2026-0-2301-JR-LA-04,341,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,05/03/2026 13:34,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00367-2026-0-2301-JR-LA-04,367,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,10/03/2026 08:16,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00479-2026-0-2301-JR-LA-04,479,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,27/03/2026 10:06,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00431-2026-0-2301-JR-LA-04,431,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,19/03/2026 22:05,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00422-2026-0-2301-JR-LA-04,422,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,18/03/2026 19:22,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00413-2026-0-2301-JR-LA-04,413,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,18/03/2026 08:12,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00386-2026-0-2301-JR-LA-04,386,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,11/03/2026 16:53,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00345-2026-0-2301-JR-LA-04,345,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,05/03/2026 15:39,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00319-2026-0-2301-JR-LA-04,319,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,03/03/2026 12:47,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00482-2026-0-2301-JR-LA-04,482,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,27/03/2026 16:09,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00445-2026-0-2301-JR-LA-04,445,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,23/03/2026 14:25,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00415-2026-0-2301-JR-LA-04,415,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,18/03/2026 09:59,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00408-2026-0-2301-JR-LA-04,408,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,17/03/2026 12:52,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00370-2026-0-2301-JR-LA-04,370,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,10/03/2026 16:32,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00326-2026-0-2301-JR-LA-04,326,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,04/03/2026 17:01,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00321-2026-0-2301-JR-LA-04,321,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,03/03/2026 15:34,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00311-2026-0-2301-JR-LA-04,311,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,03/03/2026 06:56,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00423-2026-0-2301-JR-LA-03,423,2026,DE OTRA DEPENDENCIA A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR REDISTRIBUCION,30/03/2026 13:26,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00300-2026-0-2301-JR-LA-01,300,2026,DE OTRA DEPENDENCIA A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR REDISTRIBUCION,16/03/2026 15:23,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00112-2026-0-2301-JR-LA-01,112,2026,DE OTRA DEPENDENCIA A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR REDISTRIBUCION,05/03/2026 11:41,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00299-2026-0-2301-JR-LA-03,299,2026,DE OTRA DEPENDENCIA A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR REDISTRIBUCION,16/03/2026 15:32,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00288-2026-0-2301-JR-LA-01,288,2026,DE OTRA DEPENDENCIA A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR REDISTRIBUCION,16/03/2026 15:19,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00302-2026-0-2301-JR-LA-01,302,2026,DE OTRA DEPENDENCIA A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR REDISTRIBUCION,23/03/2026 16:21,ORDINARIO,DECLARACIÓN DE INEFICACIA DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00287-2026-0-2301-JR-LA-03,287,2026,DE OTRA DEPENDENCIA A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR REDISTRIBUCION,16/03/2026 15:29,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00099-2026-0-2301-JR-LA-03,99,2026,DE OTRA DEPENDENCIA A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR REDISTRIBUCION,05/03/2026 11:57,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00394-2026-0-2301-JR-CI-03,394,2026,DE OTRA DEPENDENCIA A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR REDISTRIBUCION,13/03/2026 15:43,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00113-2026-0-2301-JR-LA-03,113,2026,DE OTRA DEPENDENCIA A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR REDISTRIBUCION,05/03/2026 12:00,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00433-2026-0-2301-JR-LA-04,433,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,20/03/2026 12:47,ORDINARIO,RESTABLECIMIENTO DEL DERECHO TUTELADO,Previsional,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00313-2026-0-2301-JR-LA-04,313,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,03/03/2026 10:22,ORDINARIO,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR LEY,Previsional,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00465-2026-0-2301-JR-LA-04,465,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,25/03/2026 14:45,ORDINARIO,RESTABLECIMIENTO DEL DERECHO TUTELADO,Previsional,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00439-2026-0-2301-JR-LA-04,439,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,20/03/2026 17:13,ORDINARIO,RESTABLECIMIENTO DEL DERECHO TUTELADO,Previsional,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00405-2026-0-2301-JR-LA-04,405,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,16/03/2026 16:49,ORDINARIO,RESTABLECIMIENTO DEL DERECHO TUTELADO,Previsional,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00490-2026-0-2301-JR-LA-04,490,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,27/03/2026 17:34,ORDINARIO,RESTABLECIMIENTO DEL DERECHO TUTELADO,Previsional,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00427-2026-0-2301-JR-LA-04,427,2026,INGRESOS A CALIFICACIÓN,TOTAL INGRESOS A CALIFICACIÓN,RECEPCION  EN DEPENDENCIA POR INGRESO REGULAR,19/03/2026 12:47,ORDINARIO,RESTABLECIMIENTO DEL DERECHO TUTELADO,Previsional,3,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
